,title,area,numberOfRooms,price,town,district
11522,ALTINTEPEDE YENİ BİNADA BALKONLU ARA KAT 3+1,130,3+1,2890000,Küçükyalı,Altıntepe Mh.
11524,"TRİO ASG'DEN NOUVEL MALTEPE'DE 3+1 LÜKS ""0 DAİRE""",133,3+1,4650000,Yalı,Yalı Mh.
11525,ODAK'tan TEK YETKİLİ KÜÇÜKYALI METRODA YENİ BİNADA FIRSAT 1+1,50,1+1,665000,Aydınevler,Aydınevler Mh.
11526,EVTAŞ GAYRİMENKUL - ALTINTEPEDE 3 YILLIK BİNADA LÜKS ARAKAT,130,3+1,3390000,Küçükyalı,Altıntepe Mh.
11527,SAHİBİNDEN TULİP ROSE TWİN MALTEPE ZÜMRÜTEVLERDE 4+1 185 M2,185,4+1,5750000,Zümrütevler,Zümrütevler Mh.
11528,AKEL'DEN BAĞDAT CADDESİ'NİN DİBİNDE EMSALSİZ FİYATA FIRSAT 2+1,85,2+1,589000,Cevizli,nan
11529,MALTEPE BAĞLARBAŞI MAH İÇİ YAPILI 2+1 İSKANLI SATILIK DAİRE,80,2+1,1750000,Yalı,Bağlarbaşı Mh.
11530,KLAS TAN ADATEPE SAHİLDE 6+2 SIFIR MÜKEMMEL DUBLEX..DENİZ MANZ.,250,6+2,5500000,Feyzullah,nan
11531,Esenkent de metroya yürüme mesafesinde satılık daire,80,2+1,1200000,Esenkent,nan
11532,YATIRIM'dan idealtepe sahilde genç binada geniş metrekareli 3+1,140,3+1,2850000,İdealtepe,İdealtepe Mh.
11533,YATIRIM'dan çınar'da marmaraya sahile yakın iskanlı geniş 3+,150,3+1,4400000,İdealtepe,Çınar Mh.
11535,DAP ADAM KULE'de YÜKSEK KAT FULL DENİZ MANZARALI 1+1,100,1+1,1900000,Cevizli,nan
11536,BOSTANCI SAHİLDE DENİZ MANZARALI 3+1 DAİRE 135 m2,135,3+1,6650000,Küçükyalı,Altıntepe Mh.
11537,ALTINTEPE'DE 2+1 SATILIK نزدیک بغداد جادسی,110,2+1,1950000,Küçükyalı,Altıntepe Mh.
11538,FINDIKLI İSKANLI TERASLI ÇİFT GİRİŞLİ 2+1 SATILIK DUBLEX,120,2+1,1080000,Aydınevler,Fındıklı Mh.
11539,Sahibinden Soykent Sitesı 4+1 +3 Banyo Çok Geniş Bakımlı Daire,175,4+1,5250000,İdealtepe,Altayçeşme Mh.
11540,FIRSAT DAİRE,70,2+1,925000,Zümrütevler,Zümrütevler Mh.
11541,EPA DAN ALTAYÇEŞMEDE DENİZ MANZARALI YENİ BİNA DA ARA KAT,115,3+1,3100000,İdealtepe,Altayçeşme Mh.
11542,BİRİKİM'den İdealtepe'de 4 Yıllık İskanlı Binada Bahçeli Lüx 1+1,60,1+1,1450000,İdealtepe,İdealtepe Mh.
11543,TURUNCU EMLAK'TAN FEYZULLAH CADDESİ'NDE 170 M2 FIRSAT DAİRE,170,3+1,2250000,Yalı,Bağlarbaşı Mh.
11544,IDEALTEPE 3+1 DUBLEX,145,3+1,2600000,İdealtepe,İdealtepe Mh.
11545,ARTI'dan Altayçeşme'de Kat Mülkiyetli 3.Katta Satılık 3+1...,120,3+1,2600000,İdealtepe,Altayçeşme Mh.
11546,ALTINTEPE SAHİL MARMARAY 135M2 3+1 YENİLENMİŞ FIRSAT DAİRE,135,3+1,2890000,Küçükyalı,Altıntepe Mh.
11547,GÜNEY İST.GROUP 3+1 120 M2 TAPU HARCINDAN MUAF SATILIK SIFIR DAİ,120,3+1,2000000,Cevizli,nan
11548,MALTEPE ALTAYÇEŞME MAHALLESİNDE SATILIK 3+1 DAİRE,150,3+1,2650000,İdealtepe,Altayçeşme Mh.
11549,METROYA VE HİLLTOWN AVM YAKIN ÇOK YAKIN,85,2+1,1960000,Aydınevler,Aydınevler Mh.
11550,ALTAYÇEŞME KAYMAKAMLIK CİVARI GENÇ BİNADA GENİŞ 3+1 170 M2,170,3+1,3350000,İdealtepe,Altayçeşme Mh.
11551,MALTEPE FINDIKLI MAH 5+1 DUBLEX DAİRE,200,5+1,2200000,Aydınevler,Fındıklı Mh.
11552,ASIA EMLAKTAN ATAMAN CADDESİNE YAKIN TERASLI 3+2 DUBLEX,185,3+2,1750000,Aydınevler,Fındıklı Mh.
11553,Maltepe Esenkent de ACİLLLL SATILIK DAİRE 2+1,85,2+1,1350000,Esenkent,nan
11554,-AKTAŞ-5000TL_Kİ­RA_POTANSİYELLİ_­2+1_ÖZEL_MİMARİ_­DEKORASYONLU!!!!,80,2+1,935000,Zümrütevler,Zümrütevler Mh.
11555,Altayçeşme Konutları sıfır gibi Havuz cephe,140,3+1,3200000,İdealtepe,Altayçeşme Mh.
11556,MALTEPE MİNÜBÜS CADDE sine YAKIN 4 YAŞINDA 78 m2 2+1 DAİRE,90,2+1,1850000,Yalı,Bağlarbaşı Mh.
11557,BAGDATTAN ALTINTEPEDE İDOYA YAKIN ARA KATTA LÜKS 2+1 DAİRE!!!!!!,90,2+1,2850000,Küçükyalı,Altıntepe Mh.
11558,BAGDATTAN ALTINTEPEDE İDOYA YAKIN ARA KATTA LÜKS 2+1 DAİRE!!!!!!,90,2+1,2850000,Küçükyalı,Altıntepe Mh.
11559,YAPI 216DAN SİTE İÇİ ÇİFT ASANSÖRLÜ OTOPARKLI 3+1 SATILIK DAİRE,140,3+1,3750000,Küçükyalı,Altıntepe Mh.
11560,KAÇMAZ_ALTAYÇEŞME' DE GÜVENLİKLİ SİTE İÇİ BAHÇELİ 2+1 LÜKS DAİRE,100,2+1,3600000,İdealtepe,Altayçeşme Mh.
11561,"DİRECTTEN,METROYA 8DK.E5E 5DK.KATTA,BA­LKONLU,AYRI MUTFAKLI,2+1",90,2+1,2095000,Aydınevler,Aydınevler Mh.
11562,CONCEPT'TEN 63'TE 8 YIILIK BİNADA SATILIK 3+1 DUBLEKS,170,3+1,3000000,Küçükyalı,Altıntepe Mh.
11563,TURYAP'TAN İDEALTEPE'DE 4+2 SIFIR DAİRE,220,4+2,4880000,İdealtepe,İdealtepe Mh.
11564,Maltepe'de Merkezi Lokasyonda 180 m2 Sıfır Dubleks Daire,180,2+2,3750000,Yalı,Bağlarbaşı Mh.
11565,KAÇMAZ_ALTINTEPE MERKEZİ KONUMDA SATILIK ÖN CEPHE 2.KAT 2+1,85,2+1,2250000,Küçükyalı,Altıntepe Mh.
11566,''ULTRAMARINE KONAKLARI'' Villa Tadında 40+50 M² Bahçeli Daire,171,2+1,10395000,Küçükyalı,Küçükyalı Mh.
11567,MALTEPEDE FULLADA SİTESİNDE DENİZ MANZARALI EBEVEYNLİ 126 m2 2+1,126,2+1,2450000,Zümrütevler,Zümrütevler Mh.
11568,ATA'DAN KÜÇÜKYALI DA SIFIR BİNADA 1.KATTA BALKONLU ÖN CEPHE 1+1,60,1+1,2000000,İdealtepe,Çınar Mh.
11569,SİSTEM'DEN SIFIR BİNADA KOMBİLİ 80 M2 2+1,90,2+1,1150000,Aydınevler,Fındıklı Mh.
11570,NİL CAD. 2+1 GENİŞ DAİRE,95,2+1,1250000,Zümrütevler,Zümrütevler Mh.
11571,Maltepe Doğuşkent Sitesi Açık Otoparklı Satılık 3+1 Daire,140,3+1,1700000,Zümrütevler,Girne Mah.
11572,TOPRAK GAYRİMENKUL 'DEN İSKANLI 85m2 SATILIK 2+1 DAİRE,85,2+1,1745000,Zümrütevler,Girne Mah.
11573,"HASTANE,OKUL,AVM VE TOPLU TAŞIMALARA YAKIN LÜKS 3+1 DUBLEKS",160,3+1,3500000,Cevizli,nan
11574,+PLUS GAYRİMENKULDEN YENİ BİNADA ÇİFT WCLİ ÖN CEPHELİ 2+1 ARAKAT,105,2+1,1250000,Aydınevler,Fındıklı Mh.
11575,KAÇMAZ'DAN İDEALTEPE SAHİL'DE 4 YILLIK BİNA'DA ÖN CEPHE 3+1,135,3+1,3850000,İdealtepe,İdealtepe Mh.
11576,ARTI'dan Minibüs Yoluna 5.Binada Marmaray'a Yakın Katta 2+1,100,2+1,1695000,Yalı,Bağlarbaşı Mh.
11577,YATIRIM'dan Küçükyalı mektep caddesinde 10.yıllık binada 1+1,70,1+1,1350000,Küçükyalı,Küçükyalı Mh.
11578,ACiL FIRSAT! KÜÇÜKYALI MARMARAY METRO SAHİLE YAKIN ARA KAT DAİRE,100,2+1,1520000,Küçükyalı,Küçükyalı Mh.
11579,ÜÇEL KÜÇÜKYALI SAHİLDE SIFIR PRESTİJLİ YAPIDA DENİZ MANZ. 3+1!!!,110,3+1,4000000,Küçükyalı,Küçükyalı Mh.
11580,GÜRKAN MERTTÜRK'TEN FINDIKLIDA EŞYALI R.T.E KÜLLİYE YAKINI 2+1,90,2+1,1195000,Aydınevler,Fındıklı Mh.
11581,ADATEPE KİPTAŞ SİTESİNDE KAPALI YÜZME HAVUZLU-OTOPARKLI2+1 DAİRE,105,2+1,2750000,Zümrütevler,Zümrütevler Mh.
11582,MAT'TAN İDEALTEPE SAHİLDE ARA KATTA EBEVEYNLİ GENİŞ M2'Lİ 3+1,125,3+1,3900000,İdealtepe,İdealtepe Mh.
11583,EYÜP&MERT'TEN MARMARAYA YAKIN ARAKAT KOMBİLİ MASRAFSIZ 3+1 120M2,120,3+1,1845000,Küçükyalı,Küçükyalı Mh.
11584,ÖZEL MİMARİ TASARIMLI SAHİL/MARMARAY 2DK 2+1 SATILIK DAİRE,115,2+1,3500000,Küçükyalı,Küçükyalı Mh.
11585,EMLAK DÜNYASINDAN TEK YETKİLİ 2+2FULL KREDİ İMKANLI DAİRE,160,2+2,2445000,Cevizli,nan
11586,ASYA'DAN ALTINTEPE SAHİLDE 4 YILLIK İSKANLI 1+1 ÖN CEPHE 1.KAT,55,1+1,1790000,Küçükyalı,Altıntepe Mh.
11587,REMAX YILMAZ OCAK |İDEALTEPE| ÖZEL DEKORASYONLU 4+1 DUBLEX DAİRE,160,4+1,2650000,İdealtepe,İdealtepe Mh.
11588,YATIRIM'dan Aydınevlerde Hilltown Avm'ye Yakın Arakat 3+1,125,3+1,1825000,Aydınevler,Aydınevler Mh.
11589,EVO'DAN MİNİBÜSE SAHİLE YAKIN İSKANLI 1.KATTA LÜX 90M2 2+1,90,2+1,2850000,İdealtepe,İdealtepe Mh.
11590,3+2 LÜKS DUBLEX SATIROĞLU İNŞAAT GÖKSU EVLERİ,134,3+2,2795000,Zümrütevler,Girne Mah.
11591,ENVEROĞLUNDAN METROYA 10 DK 2+1 KARANLIK ODASIZ KISMİ EŞYALI,90,2+1,1190000,Zümrütevler,Zümrütevler Mh.
11592,▃ADA'DAN▃İDEALTEPEDE MERKEZİ KONUMDA▃MİNİBÜSE VE METROYA YAKIN▃,140,3+1,2450000,İdealtepe,İdealtepe Mh.
11593,YATIRIM'dan Altıntepe'de Marmaraya Yakın Bahçe Kullanımlı 2+1,90,2+1,2100000,Küçükyalı,Altıntepe Mh.
11594,BİRİKİM'den Altıntepe Sahil'de Sıfır Binada 4+2 Ferah Dubleks,220,4+2,5750000,Küçükyalı,Altıntepe Mh.
11595,ASYA'DAN KÜÇÜKYALI ÇINARDA SIFIR 160M2 3+1 TERASLI 4.KAT DUBLEX,160,3+1,2875000,İdealtepe,Çınar Mh.
11596,EMLAK WORKS'DEN MALTEPE'DE SİTE İÇERİSİNDE SATILIK 3+1 DAİRE,125,3+1,3000000,Zümrütevler,Zümrütevler Mh.
11597,MALTEPE FINDIKLI SATILIK DAİRE,110,2+1,1275000,Aydınevler,Fındıklı Mh.
11598,SULKAN İNŞAAT KÜÇÜKYALI ÇAMLIK SAHİLDE 3+1 İÇ MİMAR DEKORLU,130,3+1,2890000,Küçükyalı,Küçükyalı Mh.
11599,HANEM EMLAK'TAN İÇİ ULTRA LÜX YAPILI MERKEZDE ÖZEL DEKORLU 2+1 !,95,2+1,1950000,Yalı,Bağlarbaşı Mh.
11600,Ege'den İdealtepe sahilde ara kat 2+1 sıfır lüks satılık daire,85,2+1,2575000,İdealtepe,İdealtepe Mh.
11601,MALTEPE ALTAYCEŞME MERKEZDE SATILIK 3+1 DAİRE,120,3+1,1600000,İdealtepe,Altayçeşme Mh.
11602,4+2 SATILIK METRO YA ÇOK YAKIN DUBLEKS,200,4+2,2335000,Zümrütevler,Zümrütevler Mh.
11603,CAN İNŞAAT EMLAK TAN GÖKKUŞAĞI SİTESİNDE SATILIK DUBLEX DAİRE,190,4+1,3800000,Aydınevler,Aydınevler Mh.
11604,VİZYON DAN 0.99 FAİZ OTOPARKLI ULTRA GENİŞ 2+1 TAPU MASRAFI YOK,95,2+1,1970000,Zümrütevler,Zümrütevler Mh.
11605,__EKM__DEN ALTINTEPE SAHİL'DE İDO'YA YÜRÜME MESAFESİ SIFIR 2+1,90,2+1,2500000,Küçükyalı,Altıntepe Mh.
11606,Lider'den Çamlık Sahil'de Marmaraya Çok Yakın 1.Kat Lüks 1+1,55,1+1,1800000,Küçükyalı,Küçükyalı Mh.
11607,Küçükyalı Nida park Karşısı 3+1 Daire Eylül Teslim,115,3+1,2749500,Küçükyalı,Küçükyalı Mh.
11608,DURU'DAN ALTINTEPE'DE 3+1 GENİŞ İÇİ YAPILI FIRSAT DAİRE!!,140,3+1,2190000,Küçükyalı,Altıntepe Mh.
11609,BEYZADEOĞUL­LARI-TERAS KULLANIMLI-YÜKSEK KREDİYE UYGUN-FIRSAT-1+1,80,1+1,825000,Zümrütevler,Zümrütevler Mh.
11610,KÖKSALANDAN ÇINARDA CADDEYE YAKIN SIFIR 3+1 1.KAT 2 BANYOLU,130,3+1,3650000,İdealtepe,Çınar Mh.
11611,İDEALTEPE SAHİLDE MARMARAYA YAKIN YENİ BİNADA 140 m2 3+1,145,3+1,3900000,İdealtepe,İdealtepe Mh.
11612,ÜÇEL MALTEPE DE SİTE ÖZELLİKLİ SAHİLE MARMARAYA YAKIN 145M2 3+1!,145,3+1,3250000,Yalı,Bağlarbaşı Mh.
11613,GÜNCELİZ'DEN ÇINARDA 3 YILLIK 2+1 SATILIK ARAKAT DAİRE,95,2+1,2575000,İdealtepe,Çınar Mh.
11614,MALTEPE MERKEZ'DE SAHİL KISMINDA 3+1 DUBLEKS LÜX FIRSAT DAİRELER,150,3+1,3450000,Yalı,Bağlarbaşı Mh.
11615,VEDAT`TAN 2+1 85M²CADDE ÜSTÜ+SIFIR+ARAK­AT+BALKONLU+ÖN CEPHE,85,2+1,1350000,Aydınevler,Fındıklı Mh.
11616,KÜÇÜKYALI METRO VE E5'E 2DK MESAFE 2+1 ÇİFT BANYO SATILIK DAİRE,90,2+1,3100000,İdealtepe,İdealtepe Mh.
11617,Maltepede sahibinden geniş 2+1,100,2+1,3250000,Cevizli,nan
11618,YATIRIM'dan Adatepe Sahilde Deniz Manzaralı 200m2 Dubleks 5+2,200,5+2,5500000,Feyzullah,nan
11619,Maltepe 'de 2+1 Prestijli Binada 2.Kat Satılık Daire,85,2+1,2200000,Cevizli,nan
11620,KLAS TAN ALTINTEPEDE E5 COK YAKIN ICI ULTRA LÜX YAPILI GENIS,140,3+1,2190000,Küçükyalı,Altıntepe Mh.
11621,Sahil Bandında Marmaraya Yakın Bahçe Kullanımlı 3+1,120,3+1,3150000,İdealtepe,İdealtepe Mh.
11622,Satılık 3+1 Son 3 gün! Sahibinden Giriş Katı Bu Fiyata Yok! Emlak Ofisinden,120,3+1,2650000,Yalı,Bağlarbaşı Mh.
11623,SAHİBİNDEN 2+1GİRİŞ DAİRE,80,2+1,590000,Cevizli,nan
11624,İdealtepe'de 240m2 5+1 sıfır dubleks daire-Serbest GayrimenkuL,240,5+1,4880000,İdealtepe,İdealtepe Mh.
11625,KÜÇÜKYALI ÇINAR MAH TAPU MASRAFSIZ 1+1 FIRSAT,55,1+1,2150000,İdealtepe,Çınar Mh.
11626,İDEALTEPEDE 160m3+1 EBEVEYN BANYO ANKASTRE MUTFAK FULL YAPILI,170,3+1,3475000,İdealtepe,İdealtepe Mh.
11627,TAMİŞ'DEN KUĞU DA 12 YILLIK 3+1 BALKONLU ÖN CEPHE,135,3+1,2500000,Küçükyalı,Altıntepe Mh.
11628,ODAK'tan Ara Katta 10yıllık Binada Kelepir,100,2+1,2100000,Küçükyalı,Altıntepe Mh.
11629,Lider'den Maltepe'de Minibüs Cad. 2.Bina 4 Yıllık 2.Kat Lüks 2+1,95,2+1,1950000,Yalı,Bağlarbaşı Mh.
11630,ATA GAYRİMENKUL DEN ALTINTEPE DE ULAŞIMA YAKIN LÜX 3+1,140,3+1,2190000,Küçükyalı,Altıntepe Mh.
11631,TURYAP İDEALTEPE'DEN E5 & METROYA YAKIN AYRI MUTFAKLI LÜKS DAİRE,100,2+1,2100000,Küçükyalı,Altıntepe Mh.
11632,MERKEZDE BAHÇE KATI KENDİSİNE AİT GENİŞ BALKONLU İSKANLI 1+1,50,1+1,700000,Aydınevler,Fındıklı Mh.
11633,▃SESS▃ Küçükyalı Çınar Sahil'de Geniş Ferah 5+2 Dubleks !!!,250,5+2,5850000,İdealtepe,Çınar Mh.
11634,ARTI'dan Cevizli'de Villa Tadında 3+2 Satılık Müstakil Bina...,183,3+2,4500000,Cevizli,nan
11635,GÜNEYDEN METROYA 4 DAKİKA YÜRÜME AYRIK NIZAM 2+1.70M2 DAİRE,70,2+1,770000,Zümrütevler,Zümrütevler Mh.
11636,İSTANBUL EMLAK'TAN 3 YILLIK İSKANLI 2+1 EBEVEYNLİ ÖN KÖŞE 1.KAT,90,2+1,2575000,İdealtepe,Çınar Mh.
11637,TURYAP İDEALTEPE'DEN 50.YIL KORUSUNA KOMŞU ÖN KÖŞE 2+1 DAİRE,90,2+1,2150000,İdealtepe,İdealtepe Mh.
11638,MALTEPE 'DE KARAMAN ZÜMRÜT EVLERİ 1+1 KELEPİR SATILIK DAİRE,65,1+1,1500000,Zümrütevler,Girne Mah.
11639,EUROCİTYDEN MERKEZİ KONUMDA KAMPÜSLERE KOMŞU TERASLI DUBLEKS 2+1,110,2+1,987000,Aydınevler,Fındıklı Mh.
11640,CAN EMLAKTAN TEK YETKİLİ MARMARAY A YAKIN DENİZ MANZARALI LÜKS,200,4+1,2650000,Küçükyalı,Altıntepe Mh.
11641,Golden life ALTINTEPE 3+1,112,3+1,2700000,Küçükyalı,Altıntepe Mh.
11642,İdealtepe'de Adalar Manzaralı 275m2 4+2 Satılık Dubleks,275,4+2,7200000,İdealtepe,İdealtepe Mh.
11643,MALTEPE ADATEPEDE İSKANLI KAPALI OTOPARKLI ARAKAT 5 YILLIK DAİRE,100,2+1,2850000,Feyzullah,nan
11644,YENİ SiTEDE KOMİSYONSUZ DAİRE,95,1+1,1250000,Aydınevler,Fındıklı Mh.
11645,▃SESS▃ İdealtepe'de Koru Parka Yakın Bahçe Kullanımlı 2+1 75m²!!,75,2+1,1495000,İdealtepe,İdealtepe Mh.
11646,TURYAP'DAN MARMARAYA YAKIN KÜÇÜKYALI MEYDANDA GENİŞ 3+1 DAİRE,140,3+1,2975000,Küçükyalı,Küçükyalı Mh.
11647,YÖRÜK.TEN METROYA YAKIN Aydınevler'de 3 Yıllık 1.Katta Lüx 2+1,100,2+1,1620000,Aydınevler,Aydınevler Mh.
11648,__EKM__DEN ALTAYÇEŞME'DE KATTA TEK 4+1 150M² DAİRE,150,4+1,3200000,İdealtepe,Altayçeşme Mh.
11649,MALTEPE CEVİZLİ DAP DALGA KULE SATILIK DAİRE,85,2+1,1950000,Cevizli,nan
11650,KÖKSALANDAN KÜÇÜKYALI SAHİLE YAKIN SENE SONU TESLİM 3+1 130M2,130,3+1,4000000,Küçükyalı,Küçükyalı Mh.
11651,BAGDATTAN KÜÇÜKYALIDA SAHİLE 3DK ÖN KÖŞE CEPHEDE LÜKS 3+1!!!!!!!,130,3+1,2695000,Küçükyalı,Küçükyalı Mh.
11652,MERT GAYRİMENKULDEN 2+1 115m2 5.KAT AYRIK NİZAM BALKONLU SATILIK,115,2+1,2390000,Zümrütevler,Zümrütevler Mh.
11653,"NARLIFE KONUTLARI SATILIK 3,5+1 ÖZEL DUBLEKS BAHÇE KATI**narlife",260,3.5+1,8800000,Aydınevler,Başıbüyük Mh.
11654,ADATEPE ATEŞ SİTESİ'ND MARMARAY'A YÜRÜME MESAFESİNDE BAKIMLI 3+1,120,3+1,3850000,Feyzullah,nan
11655,SİSTEM'DEN ALTINTEPE MAH A+ SITE DE 3+1 DUBLEKS YATIRIM FIRSATI,160,3+1,4000000,Küçükyalı,Altıntepe Mh.
11656,BAGLARBAŞINDA 1+1 KATMÜLKİYETLİ YATIRIMLIK DAİRE,60,1+1,850000,Yalı,Bağlarbaşı Mh.
11657,NİDAPARK KÜÇÜKYALI 'DA DENİZ VE ADALAR MANZARALI 1+1 60m2 23.KAT,60,1+1,4000000,Küçükyalı,Küçükyalı Mh.
11658,▃ADA'DAN▃AY­DINEVLERDE İSKANLI 5 YILLIK BİNADA▃FERAH OTURUMLU LÜX,200,4+2,2150000,Aydınevler,Aydınevler Mh.
11659,SANCAKTEPE YENIDOGAN MERKEZ 3+1 ARAKAT BÜYÜK DAIRE,140,3+1,1050000,Yenidoğan,Yenidoğan Mh.
11660,KORU SİTE EMLAK'TAN SANCAKTEPE ARAKAT 2+1 PEYZAJ MANZ.SATILIK,130,2+1,2250000,Samandıra,Eyüp Sultan Mh.
11661,SAMANDIRADA SATILIK 2+1 SİTE İÇİ AKILLI EV--BUTİK GARDEN---,110,2+1,1695000,Samandıra,Osmangazi Mah.
11662,REMAX TERMİNAL BURAK ŞELE KENTLİFE SATILIK 2+1,102,2+1,2350000,Sarıgazi,Emek Mah.
11663,AK GAYRİMENKULDAN 2+2 LEBİDERYA MANZARALI İSKANLI ÇATI DUBLEKS,165,2+2,1250000,Samandıra,Fatih Mah.
11664,YENİDOĞAN SAFA MAHALLESİ 3+1 KULLANIŞLI TEMİZ TERS DUBLEKS,100,3+1,849000,Yenidoğan,Safa Mah.
11665,221 m2 Bahçe Dubleksi Site içinde(Hemen taşın ),221,4+1,4790000,Samandıra,Abdurrahmangazi Mah.
11666,SAMANDIRA OSMANGAZİ MH. 2+1 ARA KAT İSKAN - KOMBİ-ASANSÖR 80 m2,80,2+1,875000,Samandıra,Osmangazi Mah.
11667,Remax Ahmet ŞİMŞEK Sancaktepe Satılık Site İçi 2+1 105 M2,105,2+1,1495000,Yenidoğan,Safa Mah.
11668,YENİDOĞAN MERVE MH' DE 2+1 KAPALI OTOPARKLI LÜKS SATILIK DAİRE,105,2+1,1295000,Yenidoğan,Merve Mah.
11669,YENİDOĞANDA TAM MERKEZDE İSKANLI ASANSÖRLÜ ÜST DUBLEKS,125,2+1,1150000,Yenidoğan,Safa Mah.
11670,TEK YTK REXART MEŞELİPARK SİTESİ 177m2 3+1 BALKONLU ARAKAT,177,3+1,3175000,Sarıgazi,Sarıgazi Mh.
11671,S&M YAPI'DAN A.MUTFAKLI FULL KREDİL'Lİ 2+1 DAİRE!!!,90,2+1,899900,Samandıra,Abdurrahmangazi Mah.
11672,ADRES KORU SANCAKTEPE'DE KORU EMLAK'TAN 2+1 İSKANLI LÜX SATILIK,124,2+1,1730000,Samandıra,Eyüp Sultan Mh.
11673,Sancaktepe Abdurrahmangazi Mah. 4+1 Ters Dublex Satılık Daire,140,4+1,825000,Samandıra,Abdurrahmangazi Mah.
11674,Bu Fiyata Yok! 3+1 Doğalgaz (Kombi) Emlak Ofisinden Konut Kaçırılmayacak Fırsat! Ferah,120,3+1,899900,Yenidoğan,Safa Mah.
11675,PERADAN SİTE ÖZELLİKLİ GÜVENLİKLİ HAVUZLU EMSALSİZ 1+1 SATILIK,95,1+1,1350000,Samandıra,Abdurrahmangazi Mah.
11676,SİNPAŞ AQUA CITY 2010'da *SADECE 3 ADET BULUNAN* 4 BALKONLU 3+1,173,3+1,4700000,Sarıgazi,Emek Mah.
11677,Çekmeköy Sarıevler Sancaktepe Sarı Evler Satılık Çatı Dubleks,235,4+2,3350000,Sarıgazi,Atatürk Mh.
11678,GATE OF ANATOLİA RESİDANCE BLOK 165M2 3+1,162,3+1,2075000,Samandıra,Osmangazi Mah.
11679,KORU SİTE EMLAK'TAN SANCAKTEPE'DE 3+1 SATILIK İSKANLI LÜX DAİRE,140,3+1,2710000,Samandıra,Eyüp Sultan Mh.
11680,*YETKİLİ* ŞİLE YOLUNA YAKIN YATIRIMLIK 2+1 ARAKAT SATILIK DAİRE,75,2+1,1200000,Sarıgazi,İnönü Mh.
11681,KORU SİTE EMLAK'TAN SANCAKTEPE'DE ADRES KORU SİTEDE 2+1 SATILIK,179,2+1,2000000,Samandıra,Eyüp Sultan Mh.
11682,Evre Gedizler 4+1 Büyük Tip Bahçe Dubleksi-Boş Teslim edilecek,221,4+1,4790000,Samandıra,Abdurrahmangazi Mah.
11683,META PARTNERS'DAN ENVAREV SİTESİ'NDE FIRSAT TERASLI SATILIK 2+1,180,2+1,2200000,Samandıra,Osmangazi Mah.
11684,SAMANDIRA MERKEZDE SATILIK DAİRE,105,2+1,1510000,Samandıra,Abdurrahmangazi Mah.
11685,PERADAN SANCAKTEPE MECLiS MAH ARAKAT DAİRELER,85,2+1,1325000,Sarıgazi,Meclis Mah.
11686,META PARTNERS'DAN ENVAREV SİTESİ 70M2 TERAS KULLANIMLI 2+1 DAİRE,180,2+1,2200000,Samandıra,Osmangazi Mah.
11687,AREM'DEN DOĞA VE FENER BAHÇE TESİS MANZARALI 3+1 DUBLEX DAİRE,130,3+1,1265000,Samandıra,Fatih Mah.
11688,DMR GENİŞ FERAH İSKANLI,120,3+1,1250000,Samandıra,Osmangazi Mah.
11689,ORTADAG'DA KELEPİR KULLANIŞLI ÇOK ŞIK ÇATI DUBLEKSİ,160,3+1,1750000,Samandıra,Fatih Mah.
11690,TEK DAİRE ÜZERİ 2 DAİRE ŞEKLİNDE BÖLÜNMÜŞ TOPLAM 4+1 TERS DUBLEX,170,4+1,915000,Samandıra,Eyüp Sultan Mh.
11691,Turyap'tan Sancaktepe Yunus Emre Mh. Satılık 3+1 Çatı Dubleks,140,3+1,1560000,Yenidoğan,Yunus Emre Mah.
11692,5+1 satılık ters dubleks mevlağna mah,170,5+1,1250000,Yenidoğan,Mevlana Mah.
11693,SAMANDIRA EYÜP SULTAN DA 4+1 168 m2 ACİL SATILIK GİRİŞ DUBLEX,168,4+1,925000,Samandıra,Eyüp Sultan Mh.
11694,SANCAKTEPE MUHTEŞEM LOKASYONDA ÇAMSAN AVM KOMŞU SATILIK DUBLEKS,140,3+1,1470000,Sarıgazi,Sarıgazi Mh.
11695,SANCAKTEPE MECLİS MH 2+1 ASANSÖRLU İSKANLI DÜBLEKS DAİRE 1250000,120,2+1,1250000,Sarıgazi,Meclis Mah.
11696,SATILIK DAİRE 2+1 - ARAKAT - 95 M2 IHLAMUR PARK YANI - İSKANLI,95,2+1,1500000,Samandıra,Osmangazi Mah.
11697,YENİDOĞAN OTOBÜS DURAKLARININ YANINDA İSKANLI BÜYÜK DAİRE ACİLLL,190,5+1,945000,Yenidoğan,Merve Mah.
11698,Sahibinden 2+1 Manzaralı Asansörlü Doğa Manzaralı Daire,120,2+1,1500000,Yenidoğan,Safa Mah.
11699,YENİDOGAN MERKEZE YAKIN ASANSÖRLÜ 6+1 ÜSTDUBLEKS DAİRE,210,6+1,1750000,Yenidoğan,Yenidoğan Mh.
11700,Samandıra Belediyeye Komşu Satılık 2+1 Arakat Daire,90,2+1,1450000,Samandıra,Abdurrahmangazi Mah.
11701,''Remtur Gayrimenkul'den''| Kapalı Otoparklı | Güvenlikli Site,99,2+1,1550000,Samandıra,Osmangazi Mah.
11702,SİTE İÇERİSİNDE GENİŞ FERAH SOSYAL TESİS ALANLI 3+1,140,3+1,1650000,Samandıra,Fatih Mah.
11703,SANCAKTEPE YENİDOĞAN 2+1 120M ASANSÖRLÜ FERAH CATI DUBLEX,145,2+1,1185000,Yenidoğan,Safa Mah.
